__quarterly__,y,ny,cpi,r,e,yw,rw,cpiw,tna,l,ln,bk,rwa,lp,a,le,car,bg,rbk,new_rl,rd,car_min,,__eof__
,,,,,,,,,,,,,,,,,,,,,,,,__eof__
1990Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0857343211740468,0.0543983444978288,0.00208961809165738,0.00838629750610313,NaN,0.0523087264061714,0.00303267719749268,0.0513656673003361,NaN,NaN,0,NaN,NaN,NaN,,__eof__
1990Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0930650649737574,0.0584900400006377,0.00432610601044548,0.00822518723140921,NaN,0.0541639339901922,0.00411330506430815,0.0543767349363295,NaN,NaN,0,NaN,NaN,NaN,,__eof__
1990Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0980090395132885,0.0603145977371444,0.00407364924991781,0.00883964702478209,NaN,0.0562409484872266,0.00408278010195208,0.0562318176351923,NaN,NaN,0,NaN,NaN,NaN,,__eof__
1991Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.102080292509767,0.0619935677096562,0.00505935069753878,0.00937489100910387,NaN,0.0569342170121174,0.00455407649437715,0.0574394912152791,NaN,NaN,0,NaN,NaN,NaN,,__eof__
1991Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.107132601502934,0.0644836729539847,0.00515294498591472,0.0100357880217476,NaN,0.05933072796807,0.00469205436238442,0.0597916185916003,NaN,NaN,0.0510468530026429,NaN,NaN,NaN,,__eof__
1991Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.113587412609822,0.0682326989210007,0.00547670137067036,0.0109691388274002,NaN,0.0627559975503303,0.00497475551881488,0.0632579434021858,NaN,NaN,0.0561396302276975,NaN,NaN,NaN,,__eof__
1991Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.122137849738921,0.0715816392000854,0.00573599353986603,0.0122522334535876,NaN,0.0658456456602194,0.00521502291934849,0.0663666162807369,NaN,NaN,0.0569424350953154,NaN,NaN,NaN,,__eof__
1992Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.132944962650981,0.0758147776827213,0.00579734871760337,0.0134158634534021,NaN,0.0700174289651179,0.00540950408152623,0.0704052736011951,NaN,NaN,0.0567854459266535,NaN,NaN,NaN,,__eof__
1992Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.144516658184384,0.0815594890782554,0.0059904257893941,0.0151511060712468,NaN,0.0755690632888613,0.0057184541367818,0.0758410349414736,NaN,NaN,0.0559889490485715,NaN,NaN,NaN,,__eof__
1992Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.151906632225344,0.0879308028303514,0.00582968213361175,0.0168986126763365,NaN,0.0821011206967397,0.00590740178799487,0.0820234010423565,NaN,NaN,0.0520247314061261,NaN,NaN,NaN,,__eof__
1992Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.165201314782092,0.0975620972623291,0.00587956806686778,0.0185768694017824,NaN,0.0916825291954613,0.00631310679790895,0.0912489904644201,NaN,NaN,0.0516466004217667,NaN,NaN,NaN,,__eof__
1993Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.176841095737784,0.108544901431513,0.0058566294528155,0.0208638256069141,NaN,0.102688271978698,0.00674301413291488,0.101801887298598,NaN,NaN,0.0517971265679874,NaN,NaN,NaN,,__eof__
1993Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.196016798224476,0.121451297758705,0.0066755728532113,0.0225780506984965,NaN,0.114775724905494,0.00759503678016483,0.11385626097854,NaN,NaN,0.0540329957902622,NaN,NaN,NaN,,__eof__
1993Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21405359461417,0.133543815432219,0.00704744421403399,0.024550743467297,NaN,0.126496371218185,0.0082312047450427,0.125312610687176,NaN,NaN,0.0581914200566569,NaN,NaN,NaN,,__eof__
1993Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.236593978284326,0.148752285272188,0.00746061948698368,0.0288824821542136,NaN,0.141291665785204,0.00900894540055083,0.139743339871637,NaN,NaN,0.051207299043987,NaN,NaN,NaN,,__eof__
1994Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.264771628843519,0.162504707728288,0.00869553559960464,0.0340573963309109,NaN,0.153809172128683,0.0100653579049694,0.152439349823319,NaN,NaN,0.0529002656762163,NaN,NaN,NaN,,__eof__
1994Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.287737314985703,0.177017595001921,0.00943792419997271,0.0383180014748916,NaN,0.167579670801948,0.0109502527220657,0.166067342279855,NaN,NaN,0.0486547530563927,NaN,NaN,NaN,,__eof__
1994Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.316841377059856,0.196018276650032,0.00950389582171289,0.042233423153417,NaN,0.186514380828319,0.0117373283529036,0.184280948297128,NaN,NaN,0.0496565648867846,NaN,NaN,NaN,,__eof__
1994Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.346097784334875,0.21438306305447,0.0120022550931422,0.0459362594849206,NaN,0.202380807961328,0.0134962471103671,0.200886815944103,NaN,NaN,0.0428216032975695,NaN,NaN,NaN,,__eof__
1995Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.372894886866782,0.236666015347721,0.0128487448479091,0.049256355726619,NaN,0.223817270499812,0.0147346260015516,0.221931389346169,NaN,NaN,0.036482514321843,NaN,NaN,NaN,,__eof__
1995Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.402864424851482,0.257767748118201,0.0144482165765697,0.054374167617875,NaN,0.243319531541631,0.0162344787211216,0.241533269397079,NaN,NaN,0.0359103094857582,NaN,NaN,NaN,,__eof__
1995Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.435795337965471,0.27911724026227,0.016324903512374,0.0587084783102751,NaN,0.262792336749896,0.0178579000505641,0.261259340211706,NaN,NaN,0.0339246662058901,NaN,NaN,NaN,,__eof__
1995Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.456248201367298,0.299002763117153,0.018274714354167,0.0632551283246225,NaN,0.280728048762986,0.0194527434098946,0.279550019707258,NaN,NaN,0.0329303575674217,NaN,NaN,NaN,,__eof__
1996Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.485704912330647,0.320798614338258,0.0197544804249367,0.0668261312761774,NaN,0.301044133913321,0.0209312815477544,0.299867332790504,NaN,NaN,0.0346329197132448,NaN,NaN,NaN,,__eof__
1996Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.509859353788542,0.339421176033929,0.0223456228359249,0.0712448447924466,NaN,0.317075553198004,0.0227385524040864,0.316682623629843,NaN,NaN,0.0282352163323004,NaN,NaN,NaN,,__eof__
1996Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.538293871889786,0.354672478404863,0.0249935091849149,0.0771571929089181,NaN,0.329678969219948,0.0244342379020096,0.330238240502853,NaN,NaN,0.0289197030667164,NaN,NaN,NaN,,__eof__
1996Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.574380612143002,0.375482617081267,0.0268131597745411,0.0837793819345868,NaN,0.348669457306726,0.0260127001908125,0.349469916890454,NaN,NaN,0.0325834243065541,NaN,NaN,NaN,,__eof__
1997Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.600404054884553,0.396583234486668,0.0289777380557565,0.0885785734890846,NaN,0.367605496430912,0.0277442019823269,0.368839032504341,NaN,NaN,0.0342932481737643,NaN,NaN,NaN,,__eof__
1997Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.640103179669898,0.423211336297242,0.0306210619450726,0.0939665595504025,NaN,0.392590274352169,0.0294830888493694,0.393728247447873,NaN,NaN,0.0353158754725392,NaN,NaN,NaN,,__eof__
1997Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.678606697009767,0.448622751712745,0.0321416943019481,0.0965705442323143,NaN,0.416481057410797,0.0311230047323085,0.417499746980437,NaN,NaN,0.0336762443682997,NaN,NaN,NaN,,__eof__
1997Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.72865208163634,0.482825478471753,0.0337469478444435,0.101959266548109,NaN,0.44907853062731,0.033149267755092,0.449676210716661,NaN,NaN,0.0294002659514441,NaN,NaN,NaN,,__eof__
1998Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.772801380698526,0.510941801533958,0.0375882491185297,0.105744139300304,NaN,0.473353552415428,0.0358488541999555,0.475092947334002,NaN,NaN,0.0244380979263365,NaN,NaN,NaN,,__eof__
1998Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.797604024939792,0.531443430194889,0.0432989551788424,0.105978441751107,NaN,0.488144475016047,0.0390103088311209,0.492433121363768,NaN,NaN,0.01698249382579,NaN,NaN,NaN,,__eof__
1998Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81779719299862,0.543636278124339,0.0482693760669587,0.102052997506291,NaN,0.49536690205738,0.0415358953124266,0.502100382811912,NaN,NaN,0.00883016864563481,NaN,NaN,NaN,,__eof__
1998Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.787984675202298,0.534534606236804,0.0601473854554203,0.0869367814469216,NaN,0.474387220781384,0.0460418122861945,0.48849279395061,NaN,NaN,-0.0391055336503441,NaN,NaN,NaN,,__eof__
1999Q1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.790414927697035,0.532393486560539,0.0694902500617299,0.0864025713711837,NaN,0.462903236498809,0.0497867419877308,0.482606744572808,NaN,NaN,-0.0554766428159699,NaN,NaN,NaN,,__eof__
1999Q2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.782376370612559,0.523597528336053,0.0672788775421928,0.0852016730144794,NaN,0.45631865079386,0.0485282409257412,0.475069287410312,NaN,NaN,-0.0702114758533878,NaN,NaN,NaN,,__eof__
1999Q3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.809587815104011,0.520195726281171,0.0685153736237926,0.0979312543821907,NaN,0.451680352657378,0.0488991322370018,0.471296594044169,NaN,NaN,-0.0706159637775883,NaN,NaN,NaN,,__eof__
1999Q4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.792532321397799,0.512807458866642,0.0732282937034678,0.0894276142327456,NaN,0.439579165163174,0.0505358987730875,0.462271560093555,NaN,NaN,-0.0753322279738681,NaN,NaN,NaN,,__eof__
2000Q1,NaN,NaN,0.56555540082456,0.0225833333333333,1.94348666666667,1.2935252,0.0138,1.701,0.776821539487978,0.481544477060142,0.0555943800236027,0.0936976666307496,0.560226845774767,0.425950097036539,0.0420554748920828,0.439489002168059,0.124061970635329,0.0695028464896321,-0.0617138626131368,NaN,NaN,0.09,,__eof__
2000Q2,NaN,NaN,0.578446166072679,0.0264,2.05421,1.3170749,0.0142833333333333,1.71433333333333,0.779018092335685,0.484645598704501,0.0506329596526531,0.0909216323451431,0.552303199277564,0.434012639051848,0.0401453374057678,0.444500261298733,0.12519377280467,0.0691449212496477,-0.0738020031052838,NaN,NaN,0.09,,__eof__
2000Q3,NaN,NaN,0.587764772006691,0.0307523333333332,2.18749333333333,1.318389,0.0150416666666667,1.73,0.77814167528209,0.476849933649796,0.0573042025741236,0.0914660374295102,0.567653091547138,0.419545731075672,0.0425687204013825,0.434281213248414,0.133892942383895,0.0760047426805608,-0.0690425582657768,NaN,NaN,0.09,,__eof__
2000Q4,NaN,NaN,0.597115388642587,0.0289921666666668,2.16648333333333,1.326225,0.0150416666666667,1.74233333333333,0.788132235237651,0.473233618460966,0.0545551974560313,0.0886999156255529,0.527322722057984,0.418678421004935,0.0412969756954115,0.431936642765555,0.133609353974244,0.0704552482301071,-0.0440208784336502,NaN,NaN,0.09,,__eof__
2001Q1,NaN,NaN,0.611334479228226,0.0281653333333333,2.25453333333333,1.3219251,0.0120416666666667,1.759,0.791187177183896,0.473886993600738,0.0506183789588488,0.0905243120550313,0.557587151847554,0.423268614641889,0.0397090151171575,0.43417797848358,0.136014435469748,0.0758399016837297,-0.0353531910696328,NaN,NaN,0.09,,__eof__
2001Q2,NaN,NaN,0.62441331148693,0.0277916666666667,2.32523,1.3301394,0.00915,1.77133333333333,0.804470782774499,0.477060350990007,0.0501244326955916,0.0907562453216959,0.569048433639056,0.426935918294415,0.0396334314447928,0.437426919545214,0.133507593984148,0.0759722872355985,-0.00765880350141226,NaN,NaN,0.09,,__eof__
2001Q3,NaN,NaN,0.634895910333331,0.0258208333333332,2.30713666666667,1.3248142,0.007925,1.77633333333333,0.812713186752391,0.473117123687225,0.0490665107409797,0.0907140769636569,0.566661533216383,0.424050612946245,0.0390419543512907,0.434075169335934,0.132971673577224,0.0753499324236182,0.00107992487471879,NaN,NaN,0.09,,__eof__
2001Q4,NaN,NaN,0.643700598887029,0.022475,2.31267333333333,1.3284881,0.00476666666666667,1.775,0.830343525114294,0.477278700985445,0.0485387019269674,0.0944788031642294,0.579867989352358,0.428739999058478,0.0389920158294744,0.438286685155971,0.12545691812209,0.0727484508617997,0.0182624599458074,NaN,NaN,0.09,,__eof__
2002Q1,NaN,NaN,0.651827073894798,0.019575,2.28133,1.339491,0.0043,1.78066666666667,0.839115047820538,0.475079043395742,0.0623092240623744,0.0929990421730357,0.575040947528985,0.412769819333368,0.0445499436014032,0.430529099794339,0.130408324851921,0.0749901266885163,0.0197751562732136,NaN,NaN,0.09,,__eof__
2002Q2,NaN,NaN,0.661692689739024,0.014875,2.31253333333333,1.3477356,0.00428333333333333,1.79466666666667,0.852896111907817,0.478293298459946,0.0627263213042477,0.0956106790005142,0.583680415909479,0.415566977155698,0.0448495236731394,0.433443774786807,0.127179504321108,0.0742321859773057,0.027639531033231,0.0503314824430397,NaN,0.09,,__eof__
2002Q3,NaN,NaN,0.673122121241384,0.0132083333333333,2.63505666666667,1.3531741,0.00410833333333333,1.80433333333333,0.871396636111173,0.492718371783251,0.0585997329682305,0.093265274541977,0.60666256865822,0.43411863881502,0.0437346253883045,0.448983746394946,0.119218741209367,0.0723255477742742,0.03383916842911,0.0503431726770703,NaN,0.09,,__eof__
2002Q4,NaN,NaN,0.68734213622143,0.0129416666666667,2.78980333333333,1.3549421,0.00333333333333333,1.815,0.878758628773234,0.504185905696228,0.0593434317921546,0.0960667590026185,0.604418176290502,0.444842473904073,0.0444982432626325,0.459687662433595,0.118937812774238,0.0718881758889861,0.0345739293127762,0.0474959731722873,NaN,0.09,,__eof__
2003Q1,NaN,NaN,0.699967129628837,0.0149083333333333,2.94129,1.3619434,0.00289166666666667,1.83366666666667,0.905788853990567,0.515020652500205,0.0547748776425539,0.0983117460015476,0.622127085774523,0.460245774857651,0.0430585259334553,0.47196212656675,0.122437307660186,0.0761715654047102,0.0403007397913811,0.0486981501160193,NaN,0.09,,__eof__
2003Q2,NaN,NaN,0.712492512359182,0.017475,2.87083666666667,1.3741107,0.0026,1.83066666666667,0.923048003913278,0.516652416593619,0.0543748659771475,0.103592241918118,0.630731354746503,0.462277550616472,0.0429597917143752,0.473692624879244,0.128395965744167,0.080983361417804,0.0422047070380357,0.0462914122610883,NaN,0.09,,__eof__
2003Q3,NaN,NaN,0.720962256287516,0.0184833333333333,2.85539666666667,1.3970157,0.002325,1.84433333333333,0.936042212615913,0.526817632440805,0.0522498490776003,0.106952119695628,0.639534880848013,0.474567783363205,0.0424951434194483,0.484322489021357,0.128929002170065,0.0824545940406857,0.0508851167203449,0.0478793929071153,NaN,0.09,,__eof__
2003Q4,NaN,NaN,0.731070061875183,0.0185916666666667,2.84265,1.4131379,0.00229166666666667,1.85133333333333,0.961578864549663,0.536126435290178,0.0501806560830512,0.109146913004209,0.656821210492288,0.485945779207127,0.0420191264056581,0.49410730888452,0.126714772164662,0.0832289500404478,0.0526031266446546,0.0474563745768187,NaN,0.09,,__eof__
2004Q1,NaN,NaN,0.743497441939627,0.0182416666666667,2.71262666666667,1.421234,0.00229166666666667,1.867,1.00133268105191,0.568265138629545,0.0471343849577597,0.117906471075326,0.670639791087465,0.521130753671785,0.0420557033778633,0.526209435251682,0.135926573485329,0.091157768845436,0.0612944699864298,0.0466520567637762,NaN,0.09,,__eof__
2004Q2,NaN,NaN,0.753254630169052,0.017325,2.69186333333333,1.4323017,0.00269166666666667,1.88166666666667,1.02783736602851,0.590982286475488,0.0421504989083433,0.118708480733445,0.674213226864587,0.548831787567145,0.0409209960114403,0.550061290464048,0.137888718438311,0.0929663978065161,0.0607856237135793,0.0455978096691797,NaN,0.09,,__eof__
2004Q3,NaN,NaN,0.764041237135577,0.0172166666666667,2.60156333333333,1.4457832,0.00371666666666667,1.89366666666667,1.08083148560464,0.613591164518205,0.0366186048437822,0.126786221814083,0.706716815055608,0.576972559674423,0.0395572745666789,0.574033889951526,0.137700043594659,0.0973149362422358,0.0647621483402482,0.045727147603528,NaN,0.09,,__eof__
2004Q4,NaN,NaN,0.772810025012006,0.0173083333333333,2.50742,1.4605595,0.00501666666666667,1.914,1.13515200186485,0.63391205871986,0.0310551775109497,0.134416670837448,0.742863522731186,0.60285688120891,0.0380891051282838,0.595822953591576,0.13456628412,0.0999643838622288,0.067172868722105,0.045003981565437,NaN,0.09,,__eof__
2005Q1,1.262494541,0.813242762,0.782454540587176,0.0160083333333333,2.35238666666667,1.4767846,0.00634166666666667,1.92366666666667,1.15388043780173,0.655769978324227,0.0305894629134568,0.137885377408487,0.766446363583978,0.62518051541077,0.0387724789274864,0.616997499396741,0.138742403073346,0.106338610310469,0.0666636020209087,0.0461661422945428,0.0189504796367256,0.09,,__eof__
2005Q2,1.285301287,0.842130743,0.791192456688013,0.0159333333333333,2.34034,1.4839707,0.00715833333333333,1.93666666666667,1.21953527537746,0.685864291294941,0.0296394512889569,0.150312692566654,0.802630662947604,0.656224840005984,0.03958674668027,0.646277544614671,0.138063968681519,0.110814374712025,0.071614222158124,0.0434804293653555,0.0183091886997645,0.09,,__eof__
2005Q3,1.289487183,0.850241505,0.801289028378756,0.015625,2.30803,1.4956291,0.0084,1.966,1.26415458775144,0.701907735480533,0.0301030016234208,0.157757227234635,0.828045297265336,0.671804733857112,0.0404185400848238,0.661489195395709,0.136864487834483,0.113329995513972,0.0743823248696676,0.0438870721358963,0.017509302266757,0.09,,__eof__
2005Q4,1.31124699,0.87396499,0.811940703020899,0.0142826666666667,2.28377,1.5041232,0.00956666666666667,1.98433333333333,1.33287019441855,0.742404651517734,0.028531612682567,0.162349747837064,0.880366538607022,0.713873038835167,0.0413941472605618,0.701010504257172,0.135284934776516,0.119100329754878,0.0683760383948369,0.0407455678941938,0.0163253375899149,0.09,,__eof__
2006Q1,1.338540774,0.900497695,0.815970024592531,0.0148121666666667,2.26408666666667,1.5244088,0.0109833333333333,1.99466666666667,1.38525462700916,0.780066246964955,0.0298209670759681,0.172173149004858,0.92773266715399,0.750245279888987,0.0434292463797451,0.73663700058521,0.142231496588007,0.131952805682895,0.0724013348390984,0.041059539775522,0.0153754125001661,0.09,,__eof__
2006Q2,1.359333706,0.935215335,0.823458898349902,0.0154166666666667,2.43150666666667,1.5281525,0.0117583333333333,2.01266666666667,1.44147829883963,0.860797750502551,0.0308996177370827,0.160697350722851,1.03147110607826,0.829898132765468,0.047100753292306,0.813696997210245,0.126505244733019,0.130486504709468,0.0650708904381409,0.0366656801739293,0.0157142050106688,0.09,,__eof__
2006Q3,1.388139812,0.976999881,0.837326368945554,0.0166,2.43342333333333,1.5304517,0.0122666666666667,2.03166666666667,1.48229406343305,0.925321549220959,0.0320060131067503,0.17264038694101,1.09514252196413,0.893315536114209,0.050135327342606,0.875186221878353,0.128163969088065,0.140357812332036,0.0574356362019805,0.037987807795524,0.0172775941542084,0.09,,__eof__
2006Q4,1.408335708,1.003327088,0.846988100431851,0.018075,2.30536175438596,1.5433643,0.0122583333333333,2.02333333333333,1.54143046996473,0.986127713963917,0.0341002965570393,0.182532177753354,1.15364952194729,0.952027417406878,0.0534262301469428,0.932701483816974,0.127044789640296,0.146565160834422,0.0593019120038121,0.0380991128739638,0.0174605933536262,0.09,,__eof__
2007Q1,1.43081211,1.036174623,0.858818684506707,0.019402925,2.22202666666667,1.5478956,0.0124583333333333,2.04317,1.62431875425475,1.05575017696954,0.0349541974926835,0.190329334631122,1.25186839045328,1.02079597947686,0.0565612280507818,0.999188948918758,0.130829774509774,0.163781659238916,0.0588395252949793,0.0381870901532135,0.0194980800053027,0.09,,__eof__
2007Q2,1.451919284,1.04621856,0.874566786776168,0.0211515733333334,2.02542333333333,1.5577779,0.0118416666666667,2.06631,1.68491138413163,1.11991298719465,0.0396255799809178,0.197485654981908,1.32106677436024,1.08028740721373,0.0610430072799623,1.05886997991469,0.135935237259156,0.179579525407847,0.0636264928956912,0.0445264825705348,0.0205832894121512,0.09,,__eof__
2007Q3,1.482416354,1.083372521,0.88180060050914,0.0229347441666667,2.04206666666667,1.5671605,0.0107583333333333,2.07939,1.76956824448977,1.19206900696401,0.0442348050715139,0.20647318970797,1.37836907504381,1.1478342018925,0.0658190303578811,1.12624997660613,0.133805309153671,0.184433100214097,0.0613803479308782,0.050115209300858,0.0226194250901485,0.09,,__eof__
2007Q4,1.499422252,1.119294296,0.892866783354184,0.0231537991666667,2.02172716666667,1.5767146,0.008475,2.10489666666667,1.83666288531185,1.25054475483618,0.0507675225743121,0.218661128925416,1.43064482096315,1.19977723226187,0.0708364744489152,1.17970828038726,0.134563118121041,0.19251202803252,0.0547146853342213,0.051023733242357,0.0228386328359886,0.09,,__eof__
2008Q1,1.502433235,1.153373222,0.910996281425035,0.0237916666666667,1.91025333333333,1.5702906,0.00510833333333333,2.12769666666667,1.88150542572143,1.29956177566518,0.056745508241673,0.222864466318074,1.47449704786309,1.24281626742351,0.0752481294056931,1.22431364625949,0.13553225848101,0.199841915020466,0.0617352703670423,0.0508821480819635,0.0244625313713939,0.09,,__eof__
2008Q2,1.51601306,1.170557749,0.931062787917755,0.0241650708333333,1.76214,1.5792773,0.00406666666666667,2.15537666666667,1.97019032365003,1.35409397667698,0.0598235827878584,0.235937319846719,1.52462193823411,1.29427039388912,0.0786914280101011,1.27540254866688,0.138811309333614,0.211634767485029,0.0615290221673618,0.0511855179878178,0.025083416759385,0.09,,__eof__
